Reference Number,Origin City,Origin State,Origin Zip,Origin Country,Destination City,Destination State,Destination Zip,Destination Country,Pickup Date,Freight Class,Weight,Hazardous,Scac,Contract ID,Contract Name,Carrier,Transit Time,Carrier Charge,Distance,Error
HOU2990052,Vernon,CA,90058,USA,Houston,TX,77017,USA,9/1/2011,70,1095,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,946.57,0,
PSD2990103,Arcadia,CA,91006,USA,Coralville,IA,52241,USA,9/1/2011,150,200,FALSE,,(597875020,3023,0),Cost Dohrn,Dohrn,1,245.38,0,
SAC2990234,Rancho Cucamonga,CA,91730,USA,AUSTIN,TX,78744,USA,9/1/2011,70,304,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,2,193.16,0,
SPR2990717,BALDWIN PARK,CA,91706,USA,ORLANDO,FL,32804,USA,9/1/2011,60,820,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,1004.37,0,
DEN2990769,SANTA FE SPRING,CA,90670,USA,Gap,PA,17527,USA,9/1/2011,100,320,FALSE,,(3064276734,3023,0),Cost Vitran NEW,Vitran,1,503.68,0,
BNS2886650,ONTARIO,CA,91758,USA,SAN ANTONIO,TX,78207,USA,9/1/2011,70,280,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,193.16,0,
AEA2886659,Carson,CA,90746,USA,North Mankato,MN,56003,USA,9/1/2011,150,1006,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,1,2936.7,0,
MMM2990805,GARDEN GROVE,CA,92841,USA,WARREN,PA,16365,USA,9/1/2011,100,1020,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,2977.71,0,
DEN2990840,SANTA FE SPRING,CA,90670,USA,MILWAUKEE,WI,53209,USA,9/1/2011,100,1648,FALSE,,(597875020,3023,0),Cost Dohrn,Dohrn,1,2279.2,0,
AEA2886718,Chatsworth,CA,91311,USA,North Mankato,MN,56003,USA,9/1/2011,125,3187,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,1,6863.46,0,
AEA2886760,Los Angeles,CA,90033,USA,North Mankato,MN,56003,USA,9/1/2011,150,2017,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,1,5923.32,0,
AEA2886787,City of Industry,CA,91748,USA,North Mankato,MN,56003,USA,9/1/2011,125,460,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,1,679.78,0,
KAS2990937,Anaheim,CA,92806,USA,Tampa,FL,33615,USA,9/1/2011,100,1350,FALSE,,(3114690270,3023,0),Cost Benton Express,Benton Express,1,2611.52,0,
KAS2990997,Corona,CA,92879,USA,NORTH OLMSTED,OH,44070,USA,9/1/2011,70,610,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,1063.35,0,
LBC2991160,Carson,CA,90746,USA,PISCATAWAY,NJ,08854,USA,9/1/2011,100,311,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,623.77,0,
SEA2991180,Anaheim,CA,92806,USA,SAN ANTONIO,TX,78209-2816,USA,9/1/2011,100,332,FALSE,,(473063588,3023,0),Cost Central Freight Lines,Central Freight Lines,1,413.31,0,
DNVSR2991237,Anaheim,CA,92801,USA,Houston,TX,77041,USA,9/1/2011,70,240,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,213.25,0,
AEA2887265,Los Angeles,CA,90021,USA,Jacksonville,FL,32209,USA,9/1/2011,70,480,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,954.57,0,
KAS2991380,Anaheim,CA,92807,USA,Wauseon,OH,43567,USA,9/1/2011,85,620,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,6,1063.35,0,
KAS2991394,SAN DIEGO,CA,92111,USA,WELLSVILLE,NY,14895,USA,9/1/2011,125,1200,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,3896.32,0,
KAS2991423,Santa Ana,CA,92704,USA,BAXTER,MN,56425,USA,9/1/2011,55,217,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,1,223.31,0,
FAR2991431,NATIONAL CITY,CA,91950,USA,Eagan,MN,55121,USA,9/1/2011,92.5,1995,FALSE,,(605264608,3023,0),Cost US Special,US Special,1,4462.54,0,
KAS2991432,City of Industry,CA,91744,USA,HOUSTON,TX,77015,USA,9/1/2011,60,2669,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,3309.05,0,
KAS2991443,Placentia,CA,92870,USA,Lincoln,NE,68528,USA,9/1/2011,70,340,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,1,484.87,0,
NSH2991464,CHATSWORTH,CA,91311,USA,Farmingdale,NJ,07727,USA,9/1/2011,85,285,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,509.9,0,
KAS2991490,City of Industry,CA,91744,USA,HOUSTON,TX,77090,USA,9/1/2011,60,3079,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,4037.61,0,
LAC2991503,LOS ANGELES,CA,90021,USA,MIAMI,FL,33166,USA,9/1/2011,70,370,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,891.43,0,
MSN2991528,San Diego,CA,92111,USA,Middleton,WI,53562,USA,9/1/2011,85,497,FALSE,,(466908362,3023,0),Cost NM Transfer,N M Transfer Co. Inc.,1,1139.85,0,
NSH2991598,SYLMAR,CA,91342,USA,Farmingdale,NJ,07727,USA,9/1/2011,85,330,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,634.15,0,
CRC2991654,FONTANA,CA,92336,USA,BUTLER,PA,16001,USA,9/1/2011,85,467,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,1866.6,0,
KAS2991662,City of Industry,CA,91744,USA,DALLAS,TX,75237,USA,9/1/2011,60,6489,FALSE,,(2782672995,3023,0),Cost Beaver Express,Beaver Express,1,9137.23,0,
FAR2991758,FALLBROOK,CA,92028,USA,LINCOLN,NE,68528,USA,9/1/2011,77.5,539,FALSE,,(597875020,3023,0),Cost Dohrn,Dohrn,1,1646.4,0,
KAS2991809,Santa Ana,CA,92704,USA,NEWARK,DE,19713,USA,9/1/2011,55,460,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,1238.05,0,
MIN2991824,Ontario,CA,91761,USA,Harrison,NJ,07029,USA,9/1/2011,150,1955,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,7434.92,0,
KAS2991831,City of Industry,CA,91744,USA,BEAUMONT,TX,77701,USA,9/1/2011,60,2696,FALSE,,(466914120,3023,0),Cost Southwestern Motor Transport,Southwestern Motor Transport,2,4113.88,0,
SFW2887918,El Monte,CA,91731,USA,Trenton,IL,62293,USA,9/1/2011,100,397,FALSE,,(597875020,3023,0),Cost Dohrn,Dohrn,1,1415.64,0,
PSD2991909,El Monte,CA,91731,USA,Berwin,IL,60402,USA,9/1/2011,125,300,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,1,712.17,0,
LBC2991925,Gardena,CA,90249,USA,MILLINGTON,TN,38053,USA,9/1/2011,150,113,FALSE,,(473063588,3023,0),Cost Central Freight Lines,Central Freight Lines,1,363.62,0,
PDN2991933,Pasadena,CA,91105,USA,Buffalo,MN,55313,USA,9/1/2011,150,200,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,1,650.97,0,
KAS2991945,Santa Fe Springs,CA,90670,USA,Vassalboro,ME,04989,USA,9/1/2011,85,760,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,2290.26,0,
SFW2888030,El Monte,CA,91731,USA,Houston,TX,77007,USA,9/1/2011,100,417,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,1384.65,0,
KAS2991995,Santa Ana,CA,92704,USA,CHAMPAIGN,IL,61820,USA,9/1/2011,55,702,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,1,1338.61,0,
KAS2992025,Anaheim,CA,92801,USA,Champlain,NY,12919,USA,9/1/2011,92.5,350,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,1784.32,0,
KAS2992073,Santa Ana,CA,92704,USA,COBDEN,IL,62920,USA,9/1/2011,55,1152,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,3,2258.57,0,
MMM2992091,GARDENA,CA,90249,USA,Athens,GA,30607,USA,9/1/2011,85,424,FALSE,,(2198427542,3023,0),Cost DTI,Drug Transport LTL,1,1315.03,0,
PDN2992134,Los Angeles,CA,90039,USA,Panama City,FL,32401,USA,9/1/2011,70,240,FALSE,,(2198427542,3023,0),Cost DTI,Drug Transport LTL,1,362.32,0,
LBC2992184,Compton,CA,90220,USA,LEXINGTON,KY,40505,USA,9/1/2011,70,425,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,2,1202.53,0,
FAR2992211,CHINO,CA,91710,USA,LINCOLN,NE,68528,USA,9/1/2011,77.5,2805,FALSE,,(597875020,3023,0),Cost Dohrn,Dohrn,1,8972.13,0,
MG2992251,Irvine,CA,92614,USA,Delray Beach,FL,33444,USA,9/1/2011,50,1440,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,3748.38,0,
ILS2992252,Riverside,CA,92518,USA,Richardson,TX,75081,USA,9/1/2011,50,794,FALSE,,(3064276734,3023,0),Cost Vitran NEW,Vitran,1,1472.09,0,
KAS2992274,Irvine,CA,92614,USA,Laredo,TX,78045,USA,9/1/2011,85,1306,FALSE,,(466914120,3023,0),Cost Southwestern Motor Transport,Southwestern Motor Transport,1,3370.26,0,
KAS2992284,Chula Vista,CA,91911,USA,Tullahoma,TN,37388,USA,9/1/2011,77.5,450,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,1471.09,0,
MMM2992292,Carson,CA,90745,USA,NEW BERLIN,WI,53151,USA,9/1/2011,65,841,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,1,1852.11,0,
PSD2992329,Azusa,CA,91702,USA,LIBERTY,NC,27298,USA,9/1/2011,250,1415,FALSE,,(1078645387,3023,0),Cost Old Dominion,Old Dominion,1,12248.93,0,
LBC2992371,La Mirada,CA,90638,USA,WICHITA,KS,67202,USA,9/1/2011,125,360,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,1653.34,0,
KAS2992395,Rancho Santa Margarita,CA,92688,USA,HOUSTON,TX,77055,USA,9/1/2011,55,3246,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,6578.38,0,
MER2992415,Torrance,CA,90501,USA,Cherry Hill,NJ,08003,USA,9/1/2011,77.5,850,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,3559.53,0,
SAC2992428,Vernon,CA,90058,USA,Midland,TX,79701,USA,9/1/2011,70,550,FALSE,,(2782672995,3023,0),Cost Beaver Express,Beaver Express,1,1122.97,0,
KAS2992430,Lake Elsinore,CA,92530,USA,Dallas,TX,75229,USA,9/1/2011,50,2500,FALSE,,(3064276734,3023,0),Cost Vitran NEW,Vitran,1,5163.07,0,
SBC2992437,West Lake Village,CA,91361,USA,JAMESTON,NY,13078,USA,9/1/2011,200,175,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,1358.02,0,
AZN2888551,Chatsworth,CA,91311,USA,Kansas City,MO,64130,USA,9/1/2011,100,577,FALSE,,(2782672995,3023,0),Cost Beaver Express,Beaver Express,1,2039.89,0,
KASQ5399923,Ontario,CA,91761,USA,SAN ANTONIO,TX,78242,USA,9/1/2011,60,530,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,1149.92,0,
KAS2992462,North Hollywood,CA,91605,USA,Brentwood,NY,11717,USA,9/1/2011,92.5,957,FALSE,,(4397502368,3023,0),Cost Estes NEW,Estes Express Lines,1,5792.42,0,
SEA2992484,Anaheim,CA,92806,USA,Naples,FL,34120,USA,9/1/2011,150,236,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,1953.69,0,
LBC2992494,Gardena,CA,90247,USA,PLAINWELL,MI,49080,USA,9/1/2011,70,915,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,4,2346.78,0,
POR2992521,FOOTHILL RANCH,CA,92610,USA,Dunnell,MN,56127,USA,9/1/2011,70,265,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,1,1148.33,0,
MER2992535,Torrance,CA,90501,USA,Arlington,TX,76010,USA,9/1/2011,77.5,125,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,231.8,0,
DNVSR2992539,Fountain Valley,CA,92708,USA,Manhattan,KS,66502,USA,9/1/2011,85,670,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,3,3409.31,0,
DNVSR2992555,Fountain Valley,CA,92708,USA,Bismarck,ND,58504,USA,9/1/2011,85,400,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,1,1992.94,0,
MMM2992579,Vernon,CA,90058,USA,New Berlin,WI,53151,USA,9/1/2011,150,480,FALSE,,(597875020,3023,0),Cost Dohrn,Dohrn,1,1962.08,0,
KAS2992630,North Hollywood,CA,91605,USA,"Sunrise,",FL,33323,USA,9/1/2011,92.5,FALSE,FALSE,,,,0,0,0,Value of "9/1/2011" for tag "Item" attribute "freightClass" is not a number.
AMS2888837,LYNWOOD,CA,90262,USA,FAYETTEVILLE,GA,30214,USA,9/1/2011,150,350,FALSE,,(2198427542,3023,0),Cost DTI,Drug Transport LTL,1,1656.64,0,
KAS2992662,Anaheim,CA,92806,USA,FITZGERALD,GA,31750,USA,9/1/2011,100,410,FALSE,,(2198427542,3023,0),Cost DTI,Drug Transport LTL,1,1576.45,0,
KAS2992665,Riverside,CA,92504,USA,GEORGETOWN,TX,78628,USA,9/1/2011,150,350,FALSE,,(466914120,3023,0),Cost Southwestern Motor Transport,Southwestern Motor Transport,1,2233.8,0,
LBC2992673,Commerce,CA,90040,USA,PADUCAH,KY,42003,USA,9/1/2011,55,445,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,1297.36,0,
MER2992675,LOS ANGELES,CA,90033,USA,Bensenville,IL,60106,USA,9/1/2011,100,1482,FALSE,,(597875020,3023,0),Cost Dohrn,Dohrn,1,5663.43,0,
KAS2992749,Anaheim,CA,92806,USA,Laredo,TX,78045,USA,9/1/2011,77.5,2190,FALSE,,(466914120,3023,0),Cost Southwestern Motor Transport,Southwestern Motor Transport,1,7488.26,0,
CAN2888938,Industry,CA,91746,USA,Lima,OH,45801,USA,9/1/2011,55,3000,FALSE,,(3064276734,3023,0),Cost Vitran NEW,Vitran,1,9023.95,0,
10Y2992768,COMPTON,CA,90220,USA,New Bedford,MA,02745,USA,9/1/2011,125,640,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,3591.27,0,
ULRD2992796,"Irvine,",CA,92614,USA,LAREDO,TX,78045,USA,9/1/2011,60,FALSE,FALSE,,,,0,0,0,Value of "9/1/2011" for tag "Item" attribute "freightClass" is not a number.
KAS2992810,La Puente,CA,91746,USA,EAU CLAIRE,WI,54703-9604,USA,9/1/2011,70,650,FALSE,,(466908362,3023,0),Cost NM Transfer,N M Transfer Co. Inc.,1,1996.46,0,
KAS2992832,City of Industry,CA,91744,USA,HOUSTON,TX,77099,USA,9/1/2011,60,2085,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,5517.99,0,
LAC2992846,CULVER CITY,CA,90230,USA,LOUISVILLE,KY,40258,USA,9/1/2011,125,2880,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,11392.01,0,
LAC2992851,LOS ANGELES,CA,90015,USA,LAKEVILLE,MA,02347,USA,9/1/2011,100,760,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,4462.07,0,
LAC2992853,CULVER CITY,CA,90230,USA,LOUISVILLE,KY,40258,USA,9/1/2011,125,248,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,1231.65,0,
KAS2992869,El Cajon,CA,92020,USA,"Lake City,",FL,32025,USA,9/1/2011,70,FALSE,FALSE,,,,0,0,0,Value of "9/1/2011" for tag "Item" attribute "freightClass" is not a number.
KAS2992875,Walnut,CA,91789,USA,Cosby,MO,64436,USA,9/1/2011,60,715,FALSE,,(866420427,3023,0),Cost Lakeville,Lakeville Motor Express,3,3705.59,0,
SSI2992884,Placentia,CA,92870,USA,Brooklyn,NY,11219,USA,9/1/2011,55,337,FALSE,,(4397502368,3023,0),Cost Estes NEW,Estes Express Lines,1,1953.3,0,
LAC2992886,COMMERCE,CA,90040,USA,EAST PROVIDENCE,RI,02914,USA,9/1/2011,150,825,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,5693.32,0,
KAS2992898,Fontana,CA,92337,USA,SARASOTA,FL,34243,USA,9/1/2011,70,824,FALSE,,(3114690270,3023,0),Cost Benton Express,Benton Express,1,4134.83,0,
AIS2992903,Walnut,CA,91789,USA,HARRISON,OH,45030,USA,9/1/2011,92.5,290,FALSE,,(3064276734,3023,0),Cost Vitran NEW,Vitran,1,1571.26,0,
LAC2992907,COMMERCE,CA,90040,USA,LOVELAND,OH,45140,USA,9/1/2011,60,335,FALSE,,(3064276734,3023,0),Cost Vitran NEW,Vitran,1,1190.39,0,
PSD2992934,Arcadia,CA,91006,USA,Albany,NY,12206,USA,9/1/2011,150,200,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,1965.33,0,
RIC2992938,Fontana,CA,92337,USA,Dixon,IL,61021,USA,9/1/2011,85,300,FALSE,,(597875020,3023,0),Cost Dohrn,Dohrn,1,1074.28,0,
PSD2992940,Commerce,CA,90040,USA,TAMPA,FL,33634,USA,9/1/2011,150,829,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,8928.04,0,
PDN2992947,Los Angeles,CA,90039,USA,HOUSTON,TX,77041,USA,9/1/2011,70,230,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,864.45,0,
SBC2992949,LOS ANGELES,CA,90021,USA,ATHENS,TN,37371,USA,9/1/2011,70,2501,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,10579.15,0,
PDN2992951,Los Angeles,CA,90039,USA,JACKSONVILLE BEACH,FL,32250,USA,9/1/2011,70,570,FALSE,,(3114690270,3023,0),Cost Benton Express,Benton Express,1,3052.54,0,
FVD2992956,Ventura,CA,93001,USA,Exeter,PA,18643,USA,9/1/2011,50,225,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,1065.01,0,
KAS2992962,Rancho Santa Margarita,CA,92688,USA,Galion,OH,44833,USA,9/1/2011,70,1187,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,7,4177.96,0,
KAS2992971,Fountain Valley,CA,92708,USA,Burlington,NC,27215,USA,9/1/2011,125,1125,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,7829.9,0,
ELZ2992994,City of Industry,CA,91745,USA,Houston,TX,77063,USA,9/1/2011,70,432,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,1349.29,0,
KAS2993008,Rancho Santa Margarita,CA,92688,USA,Norfolk,VA,23511,USA,9/1/2011,200,405,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,8662.31,0,
DEN2993022,Compton,CA,90220,USA,Irving,TX,75038,USA,9/1/2011,125,2890,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,14751.16,0,
SEA2993024,Anaheim,CA,92806,USA,PIQUA,OH,45356,USA,9/1/2011,100,795,FALSE,,(3064276734,3023,0),Cost Vitran NEW,Vitran,1,4398.57,0,
KAS2993036,Rancho Santa Margarita,CA,92688,USA,Fredericksburg,VA,22406,USA,9/1/2011,150,945,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,15765.35,0,
ILS2993063,Long Beach,CA,90810,USA,MIAMI,FL,33167,USA,9/1/2011,85,315,FALSE,,(3114690270,3023,0),Cost Benton Express,Benton Express,1,1844.11,0,
ROS2889244,Chino,CA,91710,USA,FairPort,NY,14450,USA,9/1/2011,250,788,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,12031.05,0,
KAS2993099,Rancho Santa Margarita,CA,92688,USA,Yorktown,VA,23690,USA,9/1/2011,250,301,FALSE,,(3064276734,3023,0),Cost Vitran NEW,Vitran,2,8700.53,0,
KAS2993101,City of Industry,CA,91745,USA,Warminster,PA,18974,USA,9/1/2011,100,621,FALSE,,(3064276734,3023,0),Cost Vitran NEW,Vitran,1,5644.01,0,
HOU2993115,LAKE ELSINORE,CA,92530,USA,West Palm Beach,FL,33413,USA,9/1/2011,50,250,FALSE,,(466908627,3023,0),Cost UPS Freight US,UPS Freight,1,1168.03,0,
SGA2993128,Vernon,CA,90058,USA,HOUSTON,TX,77021,USA,9/1/2011,150,805,FALSE,,(466914120,3023,0),Cost Southwestern Motor Transport,Southwestern Motor Transport,1,6338.69,0,
ROS2889330,Chino,CA,91710,USA,FAIRPORT,NY,14450,USA,9/1/2011,250,788,FALSE,,(3056429246,3023,0),Cost Land Air Express,Land Air Express,1,12470.14,0,
KAS2993204,Pico Rivera,CA,90660,USA,DALLAS,TX,75235-1084,USA,9/1/2011,60,500,FALSE,,(2782672995,3023,0),Cost Beaver Express,Beaver Express,1,1678,0,
FAR2993378,Carson,CA,90745,USA,HALETHORPE,MD,21227,USA,9/1/2011,125,2576,FALSE,,(1265062463,3023,0),Cost Xpress Global Systems,Xpress Global,1,29465.01,0,
LAC2995304,LOS ANGELES,CA,90021,USA,GALENA,OH,43021,USA,9/1/2011,70,498,FALSE,,(3064276734,3023,0),Cost Vitran NEW,Vitran,1,2329.03,0,
